decision_id,meeting_id,source_sentence_id,sentence_text,evidence_da_count,evidence_text,status,decision_object,decision_content,annotator,notes,machine_flags
TS3009c.d03,TS3009c,TS3009c.vkaraisk.s.16,Making changeable fascias can allow for the integration of this or future fashion trends in the device.,2,"A: Well the the handy thing about our fronts is that we can follow these trends e ev every year . | D: Yeah , that's great .",,,,,,
TS3009c.d04,TS3009c,TS3009c.vkaraisk.s.17,"The team agreed to place the LCD at the bottom of the device, below the buttons.",5,"B: Well , as I said uh earlier I think the uh L_C_D_ screen should be uh positioned at the lower end of the remote . | C: Those are the the cha the channel buttons of course ? | C: And then below is the L_C_D_ screen ? | B: And oh I think as you can see so , the L_C_D_ screen does look better uh at the lower end , or at the bottom . | D: Yeah , fine . <vocalsound>",,,,,,
TS3009c.d05,TS3009c,TS3009c.vkaraisk.s.18,TV settings will be included in menus there instead of having separate buttons for them.,1,B: Um the buttons for screen width and general settings and <gap> uh and that kind of stuff <vocalsound>,,,,,,
TS3009c.d06,TS3009c,TS3009c.vkaraisk.s.19,"They will implement speech recognition as well, because their target group like such gimmicks.",2,A: Maybe a a cheap voice recording . | C: We all agree on that . Yeah .,,,,,,
TS3009c.d07,TS3009c,TS3009c.vkaraisk.s.20,The case will be titanium with a plastic front with rounded buttons.,7,"C: Well a case ? Uh that's me . | C: <vocalsound> Yeah but the non-removable elements of the of the remote , so not the front , could be titanium , | C: And then the front is made of plastic . | A: Titanium back , plastic front . | A: Okay . | B: Will we use uh round buttons or square ones for the for the numbers ? | D: Yeah . Round .",,,,,,
TS3009c.d08,TS3009c,TS3009c.vkaraisk.s.21,Parts of the front (like the bottom where the LCD is and the top corner where the logo is) will also be titanium.,1,D: So uh a little corner of titanium .,,,,,,
TS3009c.d09,TS3009c,TS3009c.vkaraisk.s.22,The chip is going to be a standard one.,1,A: all the all the inside work of our remote is uh standard work .,,,,,,
TS3009c.d10,TS3009c,TS3009c.vkaraisk.s.23,They will launch the product with various fronts to choose from including a couple of basic colours or fruit and vegetable themes to go with the current fashion.,3,"D: I think we can launch a couple of packages . | A: Launch different lines at once . | C: Yeah but you you can have some basic colours ,",,,,,,
TS3009c.d11,TS3009c,TS3009c.vkaraisk.s.24,The logo will be both at the front and the back of the remote; the company slogan will be engraved at the back.,5,"C: But you can put it on the back , | B: Ah the logo should be on the top I think . | B: Right corner , yes . | A: Yes , slogan from company on the back with logo | A: and logo also on the front",,,,,,
TS3009d.d01,TS3009d,TS3009d.vkaraisk.s.13,"Despite disagreement regarding the position of the LCD (top or bottom), the screen was left at the bottom as it was in the prototype.",5,"C: And of course this low part , this is the L_C_D_ screen . | C: Well the the <disfmarker> Well that's a reason to to to put the L_C_D_ screen uh of course on the upper side , but <disfmarker> | B: Well f for as far as I can see , three of us agree | B: and only Nils <disfmarker> | A: So <vocalsound> let it be like this at uh at this moment .",,,,,,
TS3009d.d02,TS3009d,TS3009d.vkaraisk.s.14,The sample speaker was taken out to bring the cost of the prototype down to the original budget of 12.50 euros.,2,"A: The sample speaker , | A: Kick it out .",,,,,,
TS3009d.d03,TS3009d,TS3009d.vkaraisk.s.15,They also decided to replace titanium with similar-looking plastic for the same reason.,1,"C: So we have to use the ditch the titanium , I'm afraid .",,,,,,
